t,count
1732997351,33871
1732997356,84143
1732997361,134135
1732997366,185469
1732997371,236383
1732997376,286887
1732997381,339048
1732997386,391043
1732997391,427986
1732997396,427986
1732997401,427986
1732997406,427986
1732997411,427986
1732997416,427986
1732997421,427986
1732997426,427986
1732997431,427986
1732997436,427986
1732997441,427986
1732997446,427986
1732997451,427986
1732997456,427986
1732997461,427986
1732997466,427986
1732997471,427986
1732997476,427986
1732997481,427986
1732997486,427986
1732997491,427986
1732997496,427986
1732997501,427986
1732997506,427986
1732997511,427986
1732997516,427986
1732997521,427986
1732997526,427986
1732997531,427986
1732997536,427986
1732997541,427986
1732997546,427986
1732997551,427986
1732997556,427986
1732997561,427986
1732997566,427986
1732997571,427986
1732997576,427986
1732997581,427986
1732997586,427986
1732997591,427986
1732997596,427986
1732997601,427986
1732997606,427986
1732997611,427986
1732997616,427986
1732997621,427986
1732997626,427986
1732997631,427986
1732997636,427986
1732997641,427986
1732997646,427986
1732997651,427986
1732997656,427986
1732997661,427986
1732997666,427986
1732997671,427986
1732997676,427986
1732997681,427986
1732997686,427986
1732997691,427986
1732997696,427986
1732997701,427986
1732997706,427986
