t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1732997351,1810,4.440783,0.106556,0.003947,0.317077,0.053086,0.068962,0.199405,0.766821,1.801831,4.432578,355.494300,353.400000,353.400000,353.400000,calls/second,milliseconds
1732997356,4281,8.708217,0.100724,0.003837,0.376345,0.050797,0.067123,0.172326,0.732163,1.407794,8.584461,427.441257,365.201444,355.839613,354.217726,calls/second,milliseconds
1732997361,6608,8.708217,0.105190,0.003837,0.415232,0.050331,0.066858,0.172075,0.692440,1.554833,8.601362,440.185950,373.260852,357.660404,354.837017,calls/second,milliseconds
1732997366,9094,8.708217,0.104773,0.003837,0.403101,0.050056,0.066908,0.172326,0.951609,1.771143,8.601362,453.999243,382.978586,359.927123,355.612433,calls/second,milliseconds
1732997371,11525,8.270595,0.114970,0.003898,0.467555,0.050111,0.066650,0.174586,0.976593,1.887547,8.257547,460.752807,391.471581,362.063815,356.352529,calls/second,milliseconds
1732997376,14089,8.270595,0.119379,0.003898,0.490627,0.049930,0.066618,0.177724,1.081857,2.047029,8.257547,469.294757,401.044537,364.528820,357.210407,calls/second,milliseconds
1732997381,16806,8.270595,0.113847,0.003898,0.437088,0.049735,0.066204,0.174850,1.076942,2.047029,8.176431,480.037821,412.538589,367.508440,358.249682,calls/second,milliseconds
1732997386,19311,8.270595,0.128325,0.003898,0.501761,0.049440,0.065841,0.186382,1.379569,2.474325,8.180763,482.638778,419.611573,369.714862,359.040541,calls/second,milliseconds
1732997391,21271,8.270595,0.125691,0.003788,0.508682,0.049370,0.065625,0.178592,1.196795,2.413454,8.201585,472.698769,419.611573,369.714862,359.040541,calls/second,milliseconds
1732997396,21271,8.270595,0.125691,0.003788,0.508682,0.049370,0.065625,0.178592,1.196795,2.413454,8.201585,425.365842,384.088953,363.979269,357.237398,calls/second,milliseconds
1732997401,21271,8.270595,0.125691,0.003788,0.508682,0.049370,0.065625,0.178592,1.196795,2.413454,8.201585,386.747575,384.088953,363.979269,357.237398,calls/second,milliseconds
1732997406,21271,8.270595,0.125691,0.003788,0.508682,0.049370,0.065625,0.178592,1.196795,2.413454,8.201585,354.523883,353.378896,357.963221,355.258248,calls/second,milliseconds
1732997411,21271,8.270595,0.125691,0.003788,0.508682,0.049370,0.065625,0.178592,1.196795,2.413454,8.201585,327.268334,325.124279,352.046610,353.290064,calls/second,milliseconds
1732997416,21271,8.270595,0.125691,0.003788,0.508682,0.049370,0.065625,0.178592,1.196795,2.413454,8.201585,303.856728,275.211761,340.505149,349.386346,calls/second,milliseconds
