t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1732997351,1704,179.633624,0.337112,0.003917,5.764699,0.054645,0.070285,0.404093,1.269630,1.881082,175.674713,335.259825,334.800000,334.800000,334.800000,calls/second,milliseconds
1732997356,4245,43.119468,0.138185,0.003667,1.364670,0.050893,0.067317,0.179417,0.984574,1.553269,41.962661,424.006016,349.064076,337.748693,335.788363,calls/second,milliseconds
1732997361,6818,5.469693,0.098301,0.003807,0.302335,0.050341,0.067049,0.163766,0.912872,1.550608,5.444247,454.272442,362.315589,340.675093,336.780115,calls/second,milliseconds
1732997366,9440,5.228359,0.099331,0.003837,0.288912,0.050362,0.066743,0.163766,1.046967,1.555521,5.163837,471.340698,375.051268,343.665519,337.804045,calls/second,milliseconds
1732997371,11958,5.228359,0.094841,0.003938,0.279503,0.049930,0.065931,0.159393,0.915272,1.542334,5.150992,478.116584,385.393421,346.322226,338.727012,calls/second,milliseconds
1732997376,14443,5.228359,0.099403,0.003938,0.297337,0.049985,0.065946,0.162423,1.045649,1.550608,5.173650,481.148699,394.364964,348.822628,339.607192,calls/second,milliseconds
1732997381,17001,5.228359,0.099609,0.003968,0.289325,0.049891,0.065829,0.179002,1.041475,1.550608,5.150992,485.614961,403.850498,351.536241,340.567815,calls/second,milliseconds
1732997386,19579,6.423302,0.100942,0.003968,0.343719,0.049580,0.065443,0.162423,1.041475,1.550608,6.388649,489.397619,412.785494,354.247977,341.537520,calls/second,milliseconds
1732997391,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,476.635871,412.785494,354.247977,341.537520,calls/second,milliseconds
1732997396,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,428.912955,376.957248,348.720351,339.826405,calls/second,milliseconds
1732997401,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,389.968003,376.957248,348.720351,339.826405,calls/second,milliseconds
1732997406,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,357.474808,346.817411,342.956510,337.943715,calls/second,milliseconds
1732997411,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,329.989917,319.087422,337.287938,336.071455,calls/second,milliseconds
1732997416,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,306.385495,270.101671,326.230324,332.357996,calls/second,milliseconds
1732997421,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,285.955065,248.505534,320.838211,330.516683,calls/second,milliseconds
1732997426,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,268.107201,248.505534,320.838211,330.516683,calls/second,milliseconds
1732997431,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,252.329620,228.636129,315.535222,328.685570,calls/second,milliseconds
1732997436,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,238.324417,210.355393,310.319883,326.864602,calls/second,milliseconds
1732997441,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,225.774769,193.536304,305.190747,325.053722,calls/second,milliseconds
1732997446,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,214.488264,178.061996,300.146388,323.252875,calls/second,milliseconds
1732997451,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,204.273806,163.824945,295.185404,321.462005,calls/second,milliseconds
1732997456,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,194.971778,138.674822,285.508075,317.909975,calls/second,milliseconds
1733002260,5710,0.311901,0.034459,0.003600,0.029657,0.029000,0.050100,0.089865,0.109252,0.126102,0.309091,1142.616468,0.000000,0.000000,0.000000,calls/second,milliseconds
1733002265,12459,294.816201,0.319020,0.003600,9.194108,0.024500,0.046774,0.092450,0.112398,0.131009,286.274274,1251.907967,1143.200000,1143.200000,1143.200000,calls/second,milliseconds
1733002270,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,1412.443888,1161.573794,1146.998260,1144.473127,calls/second,milliseconds
1733002275,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,1059.234718,1205.455514,1156.310472,1147.608448,calls/second,milliseconds
1733002280,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,846.818849,1109.072613,1137.198341,1141.250523,calls/second,milliseconds
1733002285,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,705.354267,1020.396063,1118.402105,1134.927821,calls/second,milliseconds
1733002290,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,604.575197,938.809698,1099.916544,1128.640149,calls/second,milliseconds
1733002295,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,528.838046,863.746619,1081.736523,1122.387311,calls/second,milliseconds
1733002300,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,470.013259,794.685253,1063.856991,1116.169114,calls/second,milliseconds
1733002305,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,422.997149,731.145728,1046.272982,1109.985368,calls/second,milliseconds
1733002310,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,384.514463,672.686544,1028.979610,1103.835880,calls/second,milliseconds
1733002315,21133,0.267000,0.028217,0.003500,0.028536,0.019200,0.039975,0.082355,0.108127,0.124349,0.266327,352.496725,618.901497,1011.972073,1097.720462,calls/second,milliseconds
