t,count
1732997351,36668
1732997356,85077
1732997361,133160
1732997366,181827
1732997371,230426
1732997376,282336
1732997381,337227
1732997386,387984
1732997391,427987
1732997396,427987
1732997401,427987
1732997406,427987
1732997411,427987
1732997416,427987
1732997421,427987
1732997426,427987
1732997431,427987
1732997436,427987
1732997441,427987
1732997446,427987
1732997451,427987
1732997456,427987
1733002260,113131
1733002265,251087
1733002270,427987
1733002275,427987
1733002280,427987
1733002285,427987
1733002290,427987
1733002295,427987
1733002300,427987
1733002305,427987
1733002310,427987
1733002315,427987
1733002320,427987
1733002325,427987
1733002330,427987
1733002335,427987
1733002340,427987
1733002345,427987
1733002350,427987
1733002355,427987
1733002360,427987
1733002365,427987
1733002370,427987
1733002375,427987
1733002380,427987
1733002385,427987
1733002390,427987
1733002395,427987
1733002400,427987
1733002405,427987
1733002410,427987
1733002415,427987
1733002420,427987
1733002425,427987
1733002430,427987
1733002435,427987
1733002440,427987
1733002445,427987
1733002450,427987
1733002455,427987
1733002460,427987
1733002465,427987
1733002470,427987
1733002475,427987
1733002480,427987
1733002485,427987
1733002490,427987
1733002495,427987
1733002500,427987
1733002505,427987
1733002510,427987
1733002515,427987
1733002520,427987
1733002525,427987
1733002530,427987
1733002535,427987
1733002540,427987
1733002545,427987
1733002550,427987
1733002555,427987
1733002560,427987
1733002565,427987
1733002570,427987
1733002575,427987
1733002580,427987
1733002585,427987
1733002590,427987
1733002595,427987
1733002600,427987
1733002605,427987
1733002610,427987
1733002615,427987
1733002620,427987
1733002625,427987
1733002630,427987
1733002635,427987
1733002640,427987
1733002645,427987
1733002650,427987
1733002655,427987
1733002660,427987
1733002665,427987
1733002670,427987
1733002675,427987
1733002680,427987
1733002685,427987
1733002690,427987
1733002695,427987
1733002700,427987
1733002705,427987
1733002710,427987
1733002715,427987
1733002720,427987
1733002725,427987
1733002730,427987
1733002735,427987
1733002740,427987
1733002745,427987
1733002750,427987
1733002755,427987
1733002760,427987
1733002765,427987
1733002770,427987
1733002775,427987
1733002780,427987
1733002785,427987
1733002790,427987
1733002795,427987
1733002800,427987
1733002805,427987
1733002810,427987
1733002815,427987
1733002820,427987
1733002825,427987
1733002830,427987
1733002835,427987
1733002840,427987
1733002845,427987
1733002850,427987
1733002855,427987
1733002860,427987
1733002865,427987
1733002870,427987
1733002875,427987
1733002880,427987
1733002885,427987
1733002890,427987
1733002895,427987
1733002900,427987
1733002905,427987
1733002910,427987
1733002915,427987
1733002920,427987
1733002925,427987
1733002930,427987
1733002935,427987
1733002940,427987
1733002945,427987
1733002950,427987
1733002955,427987
1733002960,427987
1733002965,427987
1733002970,427987
1733002975,427987
1733002980,427987
1733002985,427987
1733002990,427987
1733002995,427987
1733003000,427987
1733003005,427987
1733003010,427987
1733003015,427987
1733003020,427987
1733003025,427987
1733003030,427987
1733003035,427987
1733003040,427987
1733003045,427987
1733003050,427987
1733003055,427987
1733003060,427987
1733003065,427987
1733003070,427987
1733003075,427987
1733003080,427987
1733003085,427987
1733003090,427987
1733003095,427987
1733003100,427987
1733003105,427987
1733003110,427987
1733003115,427987
1733003120,427987
1733003125,427987
1733003130,427987
1733003135,427987
1733003140,427987
1733003145,427987
1733003150,427987
1733003155,427987
1733003160,427987
1733003165,427987
1733003170,427987
1733003175,427987
1733003180,427987
1733003185,427987
1733003190,427987
1733003195,427987
1733003200,427987
1733003205,427987
1733003210,427987
1733003215,427987
1733003220,427987
1733003225,427987
1733003230,427987
1733003235,427987
1733003240,427987
1733003245,427987
1733003250,427987
1733003255,427987
1733003260,427987
1733003265,427987
1733003270,427987
1733003275,427987
1733003280,427987
1733003285,427987
1733003290,427987
1733003295,427987
1733003300,427987
1733003305,427987
1733003310,427987
1733003315,427987
1733003320,427987
1733003325,427987
1733003330,427987
1733003335,427987
1733003340,427987
1733003345,427987
1733003350,427987
1733003355,427987
1733003360,427987
1733003365,427987
1733003370,427987
1733003375,427987
1733003380,427987
1733003385,427987
1733003390,427987
1733003395,427987
1733003400,427987
1733003405,427987
1733003410,427987
1733003415,427987
1733003420,427987
1733003425,427987
1733003430,427987
1733003435,427987
1733003440,427987
1733003445,427987
1733003450,427987
1733003455,427987
1733003460,427987
1733003465,427987
1733003470,427987
1733003475,427987
1733003480,427987
1733003485,427987
1733003490,427987
1733003495,427987
1733003500,427987
1733003505,427987
1733003510,427987
1733003515,427987
1733003520,427987
1733003525,427987
1733003530,427987
1733003535,427987
1733003540,427987
1733003545,427987
1733003550,427987
1733003555,427987
1733003560,427987
1733003565,427987
1733003570,427987
1733003575,427987
1733003580,427987
1733003585,427987
1733003590,427987
1733003595,427987
1733003600,427987
1733003605,427987
1733003610,427987
1733003615,427987
1733003620,427987
1733003625,427987
1733003630,427987
1733003635,427987
1733003640,427987
1733003645,427987
1733003650,427987
1733003655,427987
1733003660,427987
1733003665,427987
1733003670,427987
1733003675,427987
1733003680,427987
1733003685,427987
1733003690,427987
1733003695,427987
1733003700,427987
1733003705,427987
1733003710,427987
1733003715,427987
1733003720,427987
1733003725,427987
1733003730,427987
1733003735,427987
1733003740,427987
1733003745,427987
1733003750,427987
1733003755,427987
1733003760,427987
1733003765,427987
1733003770,427987
1733003775,427987
1733003780,427987
1733003785,427987
1733003790,427987
1733003795,427987
1733003800,427987
1733003805,427987
1733003810,427987
1733003815,427987
1733003820,427987
1733003825,427987
1733003830,427987
1733003835,427987
1733003840,427987
1733003845,427987
1733003850,427987
1733003855,427987
1733003860,427987
1733003865,427987
1733003870,427987
1733003875,427987
1733003880,427987
1733003885,427987
1733003890,427987
1733003895,427987
1733003900,427987
1733003905,427987
1733003910,427987
1733003915,427987
1733003920,427987
1733003925,427987
1733003930,427987
1733003935,427987
1733003940,427987
1733003945,427987
1733003950,427987
1733003955,427987
1733003960,427987
1733003965,427987
1733003970,427987
1733003975,427987
1733003980,427987
1733003985,427987
1733003990,427987
1733003995,427987
1733004000,427987
1733004005,427987
1733004010,427987
1733004015,427987
1733004020,427987
1733004025,427987
1733004030,427987
1733004035,427987
1733004040,427987
1733004045,427987
1733004050,427987
1733004055,427987
1733004060,427987
1733004065,427987
1733004070,427987
1733004075,427987
1733004080,427987
1733004085,427987
1733004090,427987
1733004095,427987
1733004100,427987
1733004105,427987
1733004110,427987
1733004115,427987
1733004120,427987
1733004125,427987
1733004130,427987
1733004135,427987
1733004140,427987
1733004145,427987
1733004150,427987
1733004155,427987
1733004160,427987
1733004165,427987
1733004170,427987
1733004175,427987
1733004180,427987
1733004185,427987
1733004190,427987
1733004195,427987
1733004200,427987
1733004205,427987
1733004210,427987
1733004215,427987
1733004220,427987
1733004225,427987
1733004230,427987
1733004235,427987
1733004240,427987
1733004245,427987
1733004250,427987
1733004255,427987
1733004260,427987
1733004265,427987
1733004270,427987
1733004275,427987
1733004280,427987
1733004285,427987
1733004290,427987
1733004295,427987
1733004300,427987
1733004305,427987
1733004310,427987
1733004315,427987
1733004320,427987
1733004325,427987
1733004330,427987
1733004335,427987
1733004340,427987
1733004345,427987
1733004350,427987
1733004355,427987
1733004360,427987
1733004365,427987
1733004370,427987
1733004375,427987
1733004380,427987
1733004385,427987
1733004390,427987
1733004395,427987
1733004400,427987
1733004405,427987
1733004410,427987
1733004415,427987
1733004420,427987
1733004425,427987
1733004430,427987
1733004435,427987
1733004440,427987
1733004445,427987
1733004450,427987
1733004455,427987
1733004460,427987
1733004465,427987
1733004470,427987
1733004475,427987
1733004480,427987
1733004485,427987
1733004490,427987
1733004495,427987
1733004500,427987
1733004505,427987
1733004510,427987
1733004515,427987
1733004520,427987
1733004525,427987
1733004530,427987
1733004535,427987
1733004540,427987
1733004545,427987
1733004550,427987
1733004555,427987
1733004560,427987
1733004565,427987
1733004570,427987
1733004575,427987
1733004580,427987
1733004585,427987
1733004590,427987
1733004595,427987
1733004600,427987
1733004605,427987
1733004610,427987
1733004615,427987
1733004620,427987
1733004625,427987
1733004630,427987
1733004635,427987
1733004640,427987
1733004645,427987
1733004650,427987
1733004655,427987
1733004660,427987
1733004665,427987
1733004670,427987
1733004675,427987
1733004680,427987
1733004685,427987
1733004690,427987
1733004695,427987
1733004700,427987
1733004705,427987
1733004710,427987
1733004715,427987
1733004720,427987
1733004725,427987
1733004730,427987
1733004735,427987
